,delivery_id,id_source,delivery_cost_sds,radius,delivery_options,promo,delivery,take_away,dine_in
15587,delv_15587,4-CZKKUBNHR4EXAJ,17.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15588,delv_15588,4-CZAKT3A2VFDXGA,3.3,3000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15589,delv_15589,4-C2LFVECWA66FNJ,3.3,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $35 spend)!,True,True,False
15590,delv_15590,4-CZJET3CEAFCXJX,18.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15591,delv_15591,4-C2LXGJKAGULARX,20.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15592,delv_15592,4-C2UBVKD2C3UVCX,12.0,4000,ONLY_DELIVERY,No Promotion available,True,False,False
15593,delv_15593,4-CZDDC3WBN3K1GT,20.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15594,delv_15594,4-C2BGN3A2CYAYA6,21.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15595,delv_15595,SGDD11130,3.4,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15596,delv_15596,SGDD10821,11.7,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15597,delv_15597,4-C2BBJBLBNKBCA2,20.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15598,delv_15598,4-CY5FLZJ1E4LXRJ,3.3,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $18 spend)!,True,True,False
15599,delv_15599,4-CYXDNK5FLNATCE,18.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15600,delv_15600,4-C2TZNFCEEA2AGA,3.8,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15601,delv_15601,4-C2NZA3NGTPLFBE,4.0,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15602,delv_15602,4-CZMFCADEJZETET,12.0,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15603,delv_15603,4-CYUVVKKCE7DCKE,3.7,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15604,delv_15604,4-CY2FGFCZANMJJJ,19.6,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15605,delv_15605,4-CY3KL64DLAW2VA,21.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15606,delv_15606,4-CYXGVNKHSEC3AJ,19.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15607,delv_15607,SGDD10307,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15608,delv_15608,4-CZEXKAJVGTD1LE,20.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15609,delv_15609,4-CZDDEELTLJ3YTX,3.3,3000,ONLY_DELIVERY,2 x Spicy Buffalo Chicken Meal (U.P. $21.40),True,False,False
15610,delv_15610,4-C2TZNYWCGRNUNA,20.5,2500,DELIVERY_TAKEAWAY,10% off with S$20.00 min. order,True,True,False
15611,delv_15611,SGDD07414,19.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15612,delv_15612,SGDD08324,20.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15613,delv_15613,4-CYX2GEXDPAVDVE,3.3,3000,ONLY_DELIVERY,2 x Spicy Buffalo Chicken Meal (U.P. $21.40),True,False,False
15614,delv_15614,4-C2LXJT6TNLN3T6,5.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15615,delv_15615,4-CYN2GYUKJ2LKCJ,3.3,3000,DELIVERY_TAKEAWAY,2 x Spicy Buffalo Chicken Meal (U.P. $21.40),True,True,False
15616,delv_15616,4-C2NZRVNFJ35HKA,19.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15617,delv_15617,4-CYUFPCCDTLN2VX,4.5,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15618,delv_15618,SGDD09024,3.3,3000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15619,delv_15619,4-CZNAATBZEFEKSA,12.0,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15620,delv_15620,4-C2NYAXNXLY6TEX,12.0,4000,ONLY_DELIVERY,No Promotion available,True,False,False
15621,delv_15621,4-C2T2EYTDMBLEG6,20.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15622,delv_15622,4-C2T3HBVFN74DRE,21.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15623,delv_15623,SGDD08603,21.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15624,delv_15624,4-CZD1E7AYLKTCAN,20.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15625,delv_15625,4-CYLTMAJVUAJXCA,18.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15626,delv_15626,4-CY2VCUCZFETXG2,22.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15627,delv_15627,SGDD10142,24.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15628,delv_15628,4-CZEANUDKTFXJRX,12.0,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15629,delv_15629,SGDD12381,24.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15630,delv_15630,4-CZEHJYTCLCCGLN,18.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15631,delv_15631,4-CYUZDAWAGA6CHA,22.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15632,delv_15632,SGDD09920,3.3,3000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15633,delv_15633,4-CZLBAZKYTFC2JE,21.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15634,delv_15634,4-CZMAV7UGR7UVC2,17.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15635,delv_15635,SGDD06642,23.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15636,delv_15636,4-CYVFJVMBVJMJTA,23.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15637,delv_15637,4-CY53NRKCAP5DE6,21.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15638,delv_15638,SGDD11984,22.5,5000,DELIVERY_TAKEAWAY,S$3.00 off delivery fee with S$25.00 min. order,True,True,False
15639,delv_15639,4-CZDJGTDXRYTHWE,20.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15640,delv_15640,4-C2BGL6JATCLWCA,19.4,5000,ONLY_DELIVERY,No Promotion available,True,False,False
15641,delv_15641,4-C2NZABDYGPXUET,19.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15642,delv_15642,4-CZDXL73CTJUXE2,24.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15643,delv_15643,4-CZCVVXDBL6D2CE,5.0,5000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15644,delv_15644,4-CZJERTEXTNBBVN,22.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15645,delv_15645,4-CY4WNUEYRFC3GA,20.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15646,delv_15646,SGDD00696,20.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15647,delv_15647,4-C2NULJ6XTLEJUE,22.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15648,delv_15648,4-CYLXGEM1R4DWNA,23.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15649,delv_15649,4-CYXWV2NCSBBHLA,21.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15650,delv_15650,SGDD09249,22.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15651,delv_15651,SGDD03174,3.3,3000,DELIVERY_TAKEAWAY,$5.80 OFF Char-Grilled Chicken w Mango Salsa Sauce Set,True,True,False
15652,delv_15652,SGDD08063,21.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15653,delv_15653,SGDD00940,21.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15654,delv_15654,4-CZMGJ34UR4MELT,3.3,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $30 spend)!,True,True,False
15655,delv_15655,4-C2NKCETTHFKKME,5.1,10000,ONLY_DELIVERY,Get $5 off every $30 spend!,True,False,False
15656,delv_15656,4-C2KHLNVJNTJCL6,24.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15657,delv_15657,4-C2EVGKC2AAMFLT,3.3,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $35 spend)!,True,True,False
15658,delv_15658,4-C2DBDCEHRA6BKA,22.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15659,delv_15659,4-C2KXPF6UKEWURX,19.3,5000,ONLY_DELIVERY,No Promotion available,True,False,False
15660,delv_15660,4-CYMUL4MXA2LEVX,24.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15661,delv_15661,4-CYM2JTX3AUXWLJ,20.8,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15662,delv_15662,4-CYNGPAEXSFCZLX,21.8,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15663,delv_15663,4-C2EWC6JFAKJ3HA,19.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15664,delv_15664,4-CYMUL4NBLFX2NN,3.3,3000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15665,delv_15665,4-C2UCAAJ3LUV3LX,21.9,5000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $25 spend)!,True,True,False
15666,delv_15666,4-CZJBHFCZAEWJJ6,21.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15667,delv_15667,4-CZDWNT5AG4KGVJ,20.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15668,delv_15668,4-CZNGCKB2CNLDGX,12.0,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15669,delv_15669,SGDD07218,3.3,3000,ONLY_DELIVERY,$0 Delivery Fee (min. $20 spend)!,True,False,False
15670,delv_15670,SGDD07932,20.6,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15671,delv_15671,4-C2TYV3VDLTUZA6,19.9,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15672,delv_15672,4-C2L1RPVTBFXDNT,18.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15673,delv_15673,4-C2LFVECWAFV1NX,3.3,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $35 spend)!,True,True,False
15674,delv_15674,4-C2T2J4MEL4JHVA,21.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15675,delv_15675,SGDD07228,20.1,5000,ONLY_DELIVERY,No Promotion available,True,False,False
15676,delv_15676,SGDD07305,18.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15677,delv_15677,SGDD10310,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15678,delv_15678,4-CYUJGTL2WAMUGX,20.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15679,delv_15679,4-C2DYA24ZDCJWN2,3.3,3000,ONLY_DELIVERY,$0 Delivery Fee (min. $18 spend)!,True,False,False
15680,delv_15680,4-C2N1LPCEDAL2SE,21.3,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15681,delv_15681,4-CZDUAZNFBETKGJ,22.0,5000,DELIVERY_TAKEAWAY_DINEIN,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,True
15682,delv_15682,SGDD09124,20.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15683,delv_15683,4-C2TZRBCDCKT3VX,12.0,2500,ONLY_DELIVERY,No Promotion available,True,False,False
15684,delv_15684,4-CZKXAJTKE3MCME,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15685,delv_15685,4-CZM2GVBZNNDYLN,20.5,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15686,delv_15686,4-CZN1VBBHTFWJVT,21.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15687,delv_15687,4-CYXWTVEZLUEAET,12.0,10000,ONLY_DELIVERY,"Free Delivery with promo code ""DRINKS""",True,False,False
15688,delv_15688,4-CYLYTUBVTTXBEA,19.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15689,delv_15689,4-CZJFNPKTT3LHVX,20.7,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15690,delv_15690,4-CYUTT6B3BAD1AE,21.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15691,delv_15691,4-CZAGWA2ERJCZHE,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15692,delv_15692,4-C2MHHBCHDAETN2,21.2,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15693,delv_15693,4-CZJYDEJYTRMEEN,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15694,delv_15694,4-CZJ1NRJZRGJJNN,20.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15695,delv_15695,SGDD11902,20.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15696,delv_15696,4-CZEVRXXEJ7WBEJ,23.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15697,delv_15697,SGDD11404,20.9,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15698,delv_15698,4-C2CFNFNHNYB3GJ,22.7,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15699,delv_15699,4-C2KBR8CCL4M1PE,12.0,5000,ONLY_DELIVERY,No Promotion available,True,False,False
15700,delv_15700,4-CZBXA2X2GTJ3T6,19.2,5000,DELIVERY_TAKEAWAY,$1.50 OFF Double Toast Bundle 1,True,True,False
15701,delv_15701,4-C2TVMA5GA8NWRT,21.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15702,delv_15702,4-C2MKT4N1TU4VLX,19.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15703,delv_15703,4-CZLXSEBDWFXAL6,20.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15704,delv_15704,4-C2ATUB4WJVEYT6,20.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15705,delv_15705,4-C2CAGBNKELC2EA,19.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15706,delv_15706,4-CZJYTYUALY42T6,19.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15707,delv_15707,4-CZMFGNUBVFKBEA,12.0,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15708,delv_15708,4-CYLXGCNHCU6ZG2,19.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15709,delv_15709,4-CY3TEK3ETNNKTE,19.8,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15710,delv_15710,4-C2K1EXVTSATFNJ,3.3,3000,ONLY_DELIVERY,Up to 20% OFF Mix & Match,True,False,False
15711,delv_15711,SGDD09232,20.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15712,delv_15712,4-C2D3JTNYBFDAJX,12.0,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15713,delv_15713,4-C2UBVKD2EKVENN,12.0,4000,ONLY_DELIVERY,No Promotion available,True,False,False
15714,delv_15714,4-CYXXAJ5VRCEKNA,19.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15715,delv_15715,4-C2EBTNLZRGBVGT,19.6,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15716,delv_15716,4-C2NCAYCGKAUGRA,20.8,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15717,delv_15717,4-CZL3V3MFRU63CJ,1.99,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15718,delv_15718,SGDD08019,18.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15719,delv_15719,SGDD11931,19.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15720,delv_15720,4-CY3KNAJXAFCECJ,20.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15721,delv_15721,4-CZJHGAEHAJ4UTN,21.2,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15722,delv_15722,4-C2KDJECCV26UWE,18.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15723,delv_15723,4-C2AHLYEYKEADA2,12.0,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15724,delv_15724,4-CZMGA3NFCFCFNA,1.99,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15725,delv_15725,4-CYUVVKKCAKUYR6,18.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15726,delv_15726,SGDD12156,19.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15727,delv_15727,4-CZE1VJ5XT8JEAN,21.3,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15728,delv_15728,4-CYUTT6B2E8JJJA,22.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15729,delv_15729,4-CZD1V8L1RXEUEN,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15730,delv_15730,4-C2CYAECBFGMBAA,15.0,5000,ONLY_DELIVERY,No Promotion available,True,False,False
15731,delv_15731,4-C2K3SECDEK3ALA,1.99,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15732,delv_15732,4-C2UGCYCDGT4JPA,19.2,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15733,delv_15733,SGDD00658,18.8,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15734,delv_15734,4-C2T3EEJXT262AX,19.2,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15735,delv_15735,4-C2DXFCNUGFWHR2,5.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15736,delv_15736,4-CYLJWGNZWCMXEA,22.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15737,delv_15737,4-C2NYCTCGUENTJ6,12.0,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15738,delv_15738,4-C2KYNXCCWAXBAT,21.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15739,delv_15739,4-CYMWFCAJDEXJAN,19.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15740,delv_15740,4-CY6GLUVGR2XTHE,20.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15741,delv_15741,4-CZCKGUEVKEM2KA,12.0,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15742,delv_15742,4-CZN1UFUTPA3ZVX,18.7,5000,ONLY_DELIVERY,No Promotion available,True,False,False
15743,delv_15743,4-C2TYVF21V2W1J6,12.0,2500,ONLY_DELIVERY,No Promotion available,True,False,False
15744,delv_15744,4-C2NFLVLATUUDVA,12.0,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
15745,delv_15745,4-CYNXMFJXT8CXGX,18.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15746,delv_15746,4-C2DYUECFVNUYTJ,20.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15747,delv_15747,4-C2MHMA6XV2DFVA,20.3,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15748,delv_15748,4-CYLJWGEKVXBABE,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15749,delv_15749,4-C2UFJXVGL6B2CA,22.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15750,delv_15750,SGDD10412,19.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15751,delv_15751,4-C2CGGX6UJLKBKE,5.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15752,delv_15752,4-CYWEME2DT3JJN2,19.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15753,delv_15753,4-C2JUEKCFT6NDEA,23.0,5000,DELIVERY_TAKEAWAY,20% off with S$15.00 min. order,True,True,False
15754,delv_15754,4-CZE3JPB3LGLARE,5.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15755,delv_15755,SGDD11210,3.3,3000,DELIVERY_TAKEAWAY,20% OFF Family Bundles,True,True,False
15756,delv_15756,4-CZDTEB2WSAAFGJ,12.0,4000,ONLY_DELIVERY,No Promotion available,True,False,False
15757,delv_15757,4-C2T3GFXEEPT1RE,21.8,3000,DELIVERY_TAKEAWAY,10% off with S$20.00 min. order,True,True,False
15758,delv_15758,SGDD09123,3.3,3000,ONLY_DELIVERY,30% OFF CHICKIN' NORI MEGA D.I.Y COMBO,True,False,False
15759,delv_15759,SGDD11528,12.0,4000,ONLY_DELIVERY,No Promotion available,True,False,False
15760,delv_15760,4-CY5CFEB2AP2KRA,3.9,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15761,delv_15761,4-C2UGGBB1AA5TAX,,3000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
15762,delv_15762,4-CZCZJ7JBTRJUVA,20.8,5000,ONLY_DELIVERY,No Promotion available,True,False,False
15763,delv_15763,4-C2JDLJTENUJKL6,5.0,3000,ONLY_DELIVERY,No Promotion available,True,False,False
15764,delv_15764,SGDD07241,3.3,3000,ONLY_DELIVERY,$0 Delivery Fee (min. $18 spend)!,True,False,False
15765,delv_15765,4-C2CJVRB2UA4UL2,21.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15766,delv_15766,4-C2CKAPCCVNBWME,20.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15767,delv_15767,4-C2JZGYNKTA21AN,12.0,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15768,delv_15768,SGDD08413,20.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15769,delv_15769,4-CYXHC76KWA32R6,20.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15770,delv_15770,4-CZD3PCLYNNVWPE,22.2,5000,DELIVERY_TAKEAWAY,10% off surprise combo - Fortune box,True,True,False
15771,delv_15771,4-CZDZCB3BWGDGLA,20.9,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
15772,delv_15772,4-CY2BSB4CJTEARJ,23.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
15773,delv_15773,SGDD11197,3.3,3000,DELIVERY_TAKEAWAY,20% OFF Family Bundles,True,True,False
15774,delv_15774,4-C2T2HF5GTJ5YR6,22.6,5000,DELIVERY_TAKEAWAY,20% off with S$12.00 min. order,True,True,False
